,user,precision,recall,execution_time
0,123958,0.4,0.6,10.987251043319702
1,37880,0.3333333333333333,0.5,10.378984928131104
2,256212,0.4,0.6666666666666666,10.814681053161621
3,233352,0.3333333333333333,0.5555555555555556,10.49520993232727
4,216513,0.26666666666666666,0.4,10.507800817489624
5,148126,0.6666666666666666,0.23809523809523808,23.016765117645264
6,115922,0.3333333333333333,0.3125,12.45711612701416
7,638991,0.26666666666666666,0.4,11.794104814529419
8,100764,0.3333333333333333,0.5,11.355637073516846
9,369232,0.4,0.2222222222222222,15.827420711517334
10,44945,0.4666666666666667,0.7777777777777778,10.127868175506592
11,42942,0.3333333333333333,0.3125,13.381057739257812
12,107240,0.26666666666666666,0.36363636363636365,10.127749919891357
13,212835,0.3333333333333333,0.3333333333333333,13.17560338973999
14,224658,0.26666666666666666,0.4,5.62639594078064
15,426793,0.3333333333333333,0.125,21.066278219223022
16,39666,0.5333333333333333,0.8888888888888888,4.9518280029296875
17,196842,0.26666666666666666,0.25,12.43913197517395
18,631278,0.4,0.6,10.798810958862305
19,366977,0.3333333333333333,0.38461538461538464,6.98666787147522
20,214242,0.2,0.13043478260869565,16.018277883529663
21,392922,0.3333333333333333,0.38461538461538464,13.147982120513916
22,258556,0.3333333333333333,0.35714285714285715,12.050879955291748
23,13662,0.4666666666666667,0.2916666666666667,19.145681142807007
24,164856,0.26666666666666666,0.26666666666666666,12.395585775375366
25,370070,0.26666666666666666,0.4,11.46217131614685
26,303860,0.2,0.17647058823529413,11.830103158950806
27,258315,0.4666666666666667,0.23333333333333334,17.581578969955444
28,161420,0.3333333333333333,0.3333333333333333,13.531405925750732
29,210257,0.4,0.6,11.362701892852783
30,301183,0.3333333333333333,0.14285714285714285,19.11077308654785
31,115773,0.4666666666666667,0.3181818181818182,17.12701106071472
32,106338,0.13333333333333333,0.2222222222222222,11.497369289398193
33,336533,0.2,0.3333333333333333,11.297566175460815
34,110158,0.4,0.5454545454545454,11.208638906478882
35,320142,0.3333333333333333,0.29411764705882354,12.761417865753174
36,306490,0.6666666666666666,0.3448275862068966,18.522183895111084
37,248212,0.26666666666666666,0.26666666666666666,8.794166088104248
38,56946,0.3333333333333333,0.45454545454545453,10.713467836380005
39,399409,0.2,0.2,11.4306800365448
40,487734,0.26666666666666666,0.4,10.274101972579956
41,135945,0.13333333333333333,0.16666666666666666,9.416472911834717
42,335570,0.26666666666666666,0.19047619047619047,15.630049228668213
43,93508,0.13333333333333333,0.2,8.994023084640503
44,777431,0.3333333333333333,0.45454545454545453,11.523108720779419
45,269263,0.2,0.3,10.108021020889282
46,322166,0.4,0.42857142857142855,13.14496898651123
47,191655,0.13333333333333333,0.13333333333333333,10.553565263748169
48,85512,0.26666666666666666,0.4444444444444444,9.880805015563965
49,59837,0.4666666666666667,0.6363636363636364,11.51656985282898
50,220732,0.3333333333333333,0.5,11.346054077148438
51,266448,0.13333333333333333,0.125,12.439948797225952
52,94321,0.2,0.25,10.381120920181274
53,224788,0.4,0.5,11.943171739578247
54,114818,0.4666666666666667,0.3684210526315789,14.782031297683716
55,336659,0.4666666666666667,0.4375,14.35204792022705
56,258377,0.26666666666666666,0.3333333333333333,11.359142780303955
57,395731,0.06666666666666667,0.1,7.2764363288879395
58,324878,0.5333333333333333,0.7272727272727273,10.796519041061401
59,167147,0.2,0.2,12.695064067840576
60,328801,0.0,0.0,11.470696926116943
61,317479,0.4,0.46153846153846156,12.372044086456299
62,205559,0.3333333333333333,0.21739130434782608,15.21809697151184
63,250002,0.2,0.2,13.408383131027222
64,87185,0.26666666666666666,0.4,10.753982067108154
65,174598,0.2,0.3,10.122702836990356
66,465331,0.4666666666666667,0.7,9.96057391166687
67,233284,0.4666666666666667,0.4666666666666667,12.824924230575562
68,167926,0.2,0.3,10.081688165664673
69,401069,0.3333333333333333,0.2777777777777778,13.129163026809692
70,336262,0.3333333333333333,0.45454545454545453,11.245842218399048
71,252228,0.3333333333333333,0.2777777777777778,14.345542192459106
72,873220,0.4,0.6,10.617983102798462
73,213639,0.06666666666666667,0.09090909090909091,9.143181085586548
74,292327,0.4,0.5,11.127969980239868
75,71510,0.3333333333333333,0.5555555555555556,8.886080026626587
76,221684,0.2,0.23076923076923078,11.387568712234497
77,45431,0.06666666666666667,0.1111111111111111,9.513841152191162
78,286052,0.4,0.16666666666666666,18.25924015045166
79,352940,0.4,0.5,11.870720148086548
80,250666,0.26666666666666666,0.10526315789473684,19.314016819000244
81,81616,0.4666666666666667,0.4666666666666667,13.10086703300476
82,206621,0.4666666666666667,0.6363636363636364,10.926349878311157
83,285452,0.13333333333333333,0.15384615384615385,12.409101963043213
84,208118,0.4666666666666667,0.4375,11.836572885513306
85,423191,0.3333333333333333,0.38461538461538464,10.327840805053711
86,349325,0.26666666666666666,0.21052631578947367,15.757997035980225
87,399110,0.5333333333333333,0.2962962962962963,18.330199241638184
88,150891,0.5333333333333333,0.22857142857142856,15.75255298614502
89,248516,0.4666666666666667,0.4666666666666667,11.864565134048462
90,148221,0.4,0.13043478260869565,23.14457392692566
91,234710,0.26666666666666666,0.15384615384615385,16.327414989471436
92,528601,0.26666666666666666,0.3333333333333333,9.61508297920227
93,246821,0.4666666666666667,0.30434782608695654,16.232388973236084
94,375525,0.3333333333333333,0.5,11.464460134506226
95,351797,0.2,0.3,9.619709014892578
96,322472,0.13333333333333333,0.2222222222222222,9.353303909301758
97,213398,0.2,0.1875,13.285470008850098
98,147140,0.26666666666666666,0.36363636363636365,11.254006147384644
99,429224,0.2,0.3,11.498976945877075
100,419654,0.26666666666666666,0.3333333333333333,10.820369005203247
101,104742,0.4666666666666667,0.3181818181818182,13.584028720855713
102,61204,0.2,0.2,11.46613097190857
103,122335,0.26666666666666666,0.4,6.434540033340454
104,159244,0.26666666666666666,0.23529411764705882,13.054049968719482
105,165090,0.26666666666666666,0.4444444444444444,11.227818965911865
106,369465,0.3333333333333333,0.19230769230769232,15.430544137954712
107,78929,0.3333333333333333,0.5,9.945398092269897
108,340492,0.4,0.25,15.112445831298828
109,337991,0.3333333333333333,0.17857142857142858,15.31220293045044
110,404519,0.4,0.4,12.309048891067505
111,440609,0.3333333333333333,0.4166666666666667,12.716381788253784
112,238025,0.3333333333333333,0.5,5.140356063842773
113,804476,0.3333333333333333,0.5,11.113497257232666
114,22045,0.2,0.3,10.99959397315979
115,127099,0.4,0.6,8.681129217147827
116,499937,0.26666666666666666,0.4,11.053415060043335
117,249887,0.2,0.25,7.302405118942261
118,303801,0.26666666666666666,0.3076923076923077,12.104980945587158
119,124128,0.26666666666666666,0.4,11.234067916870117
120,269509,0.6,0.47368421052631576,15.231279134750366
121,381224,0.26666666666666666,0.3076923076923077,12.835433006286621
122,163574,0.3333333333333333,0.5,11.380746126174927
123,395919,0.3333333333333333,0.29411764705882354,15.101224899291992
124,6492,0.3333333333333333,0.4166666666666667,12.308004140853882
125,247336,0.5333333333333333,0.5,13.502485036849976
126,424011,0.4,0.5,11.929612874984741
127,180655,0.06666666666666667,0.05,13.480024099349976
128,428086,0.0,0.0,9.185007810592651
129,119786,0.26666666666666666,0.4,10.899183750152588
130,273171,0.4,0.6666666666666666,11.43861198425293
131,428081,0.3333333333333333,0.35714285714285715,10.621670007705688
132,196903,0.6,0.1232876712328767,36.34241986274719
133,159236,0.4,0.46153846153846156,11.989329814910889
134,331649,0.13333333333333333,0.18181818181818182,8.925383806228638
135,166378,0.26666666666666666,0.0380952380952381,24.709112882614136
136,535758,0.3333333333333333,0.5,10.96934700012207
137,441451,0.06666666666666667,0.09090909090909091,11.520423889160156
138,1149,0.5333333333333333,0.6666666666666666,10.901978015899658
139,292254,0.26666666666666666,0.3076923076923077,6.336841106414795
140,416846,0.26666666666666666,0.2,14.352151155471802
141,31954,0.4666666666666667,0.6363636363636364,10.748754739761353
142,124445,0.4,0.375,12.716274976730347
143,323358,0.13333333333333333,0.2,9.706828117370605
144,279862,0.4,0.5454545454545454,11.648343086242676
145,229413,0.3333333333333333,0.5,4.583724021911621
146,73217,0.26666666666666666,0.4,10.583007097244263
147,230361,0.6666666666666666,0.45454545454545453,16.449846744537354
148,93480,0.3333333333333333,0.45454545454545453,11.57038688659668
149,99536,0.4666666666666667,0.4375,12.488511085510254
