book1,book2,weight
5666,93529,4
5666,93573,3
5666,97461,1
5666,97482,1
5666,100697,2
5666,107021,3
5666,110885,4
5666,111230,1
5666,111312,1
5666,118216,2
5666,135159,1
5666,135507,3
5666,137426,1
5666,144709,3
5666,176715,1
5666,176716,1
5666,197330,1
5666,244656,1
5666,245312,2
5666,251544,1
5666,253230,1
5666,253249,1
5666,253256,2
5666,255145,1
5666,282533,3
5666,293382,1
5666,311685,3
5666,311866,2
5666,314833,1
5666,323461,1
5666,325575,2
5666,361335,1
5666,374428,1
5666,431680,3
5666,453173,3
5666,521510,1
5666,555696,1
5666,647600,1
5666,682987,1
5666,925754,1
5666,1464321,1
5667,5781,6
5667,5785,6
5667,7333,1
5667,9007,9
5667,18349,2
5667,18379,2
5667,18467,2
5667,21696,7
5667,22208,1
5667,25970,3
5667,26758,3
5667,27542,2
5667,36403,1
5667,47891,2
5667,49052,3
5667,58607,1
5667,64352,2
5667,64514,1
5667,64562,3
5667,65670,3
5667,70479,3
5667,77571,2
5667,77572,1
5667,78255,1
5667,78256,1
5667,78262,1
5667,84974,1
5667,86307,1
5667,92922,4
5667,93133,5
5667,93258,3
5667,93450,6
5667,93529,7
5667,93573,6
5667,97461,1
5667,97482,1
5667,100697,2
5667,107021,5
5667,110885,6
5667,111230,2
5667,111312,1
5667,118216,5
5667,135159,1
5667,135507,5
5667,137426,2
5667,144709,3
5667,176715,1
5667,176716,1
5667,244656,1
5667,245312,2
5667,251544,1
5667,253230,3
5667,253249,1
5667,253256,3
5667,255145,1
5667,282533,3
5667,293382,1
5667,311866,5
5667,314833,1
5667,323461,2
5667,325575,3
5667,361335,1
5667,374428,2
5667,453173,4
5667,521510,1
5667,555696,1
5667,647600,1
5667,682987,1
5667,925754,1
5667,1464321,1
5668,5781,7
5668,5785,6
5668,7333,1
5668,18349,1
5668,18379,5
5668,18467,3
5668,21696,8
5668,22208,1
5668,25970,2
5668,26758,3
5668,27542,2
5668,36403,2
5668,47891,1
5668,49052,3
5668,58607,1
5668,64352,1
5668,64514,2
5668,64562,3
5668,65670,6
5668,70479,3
5668,77571,2
5668,77572,1
5668,78255,1
5668,78256,1
5668,78262,2
5668,84974,1
5668,86307,1
5668,92922,1
5668,93133,4
5668,93258,3
5668,93450,5
5668,93573,4
5668,97461,2
5668,97482,2
5668,100697,2
5668,107021,4
5668,110885,4
5668,111230,1
5668,111312,1
5668,118216,3
5668,135159,1
5668,135507,3
5668,137426,2
5668,144709,3
5668,176715,1
5668,176716,1
5668,244656,1
5668,245312,2
5668,251544,1
5668,253230,1
5668,253249,2
5668,253256,2
5668,255145,1
5668,282533,3
5668,293382,1
5668,311866,5
5668,314833,1
5668,323461,2
5668,325575,3
5668,361335,3
5668,374428,1
5668,431680,3
5668,453173,3
5668,521510,1
5668,555696,1
5668,647600,1
5668,682987,1
5668,925754,1
5668,1464321,1
5781,6877,19
5781,7333,2
5781,9007,2
5781,18349,1
5781,18370,4
5781,18379,7
5781,18467,3
5781,18517,6
5781,21696,6
5781,22208,2
5781,25970,4
5781,26758,3
5781,26886,28
5781,26940,9
5781,27542,4
5781,36403,2
5781,47891,1
5781,49052,4
5781,49057,6
5781,52722,1
5781,60389,4
5781,64352,1
5781,64514,3
5781,64562,1
5781,64769,5
5781,65369,2
5781,65670,3
5781,70479,2
5781,77571,1
5781,77572,1
5781,78255,2
5781,78256,2
5781,78262,1
5781,84974,2
5781,86307,1
5781,90045,1
5781,92922,2
5781,95399,17
5781,97461,1
5781,97482,1
5781,100697,2
5781,109549,1
5781,110872,4
5781,110885,6
5781,110940,1
5781,111230,3
5781,111312,2
5781,117966,2
5781,118216,5
5781,135159,1
5781,135507,2
5781,137426,1
5781,144709,4
5781,176715,1
5781,176716,1
5781,197330,2
5781,198699,3
5781,244656,1
5781,244768,2
5781,245312,1
5781,251544,3
5781,253230,1
5781,253249,1
5781,253256,2
5781,253471,2
5781,253472,3
5781,255145,1
5781,282533,1
5781,293382,2
5781,311685,1
5781,311866,1
5781,312896,2
5781,314833,1
5781,323461,1
5781,325575,1
5781,361335,1
5781,374428,1
5781,411993,4
5781,421078,2
5781,431680,1
5781,453173,1
5781,521510,1
5781,555696,1
5781,647600,1
5781,682987,1
5781,925754,1
5781,1464321,1
5785,7333,3
5785,9007,4
5785,18349,1
5785,18370,5
5785,18379,7
5785,18467,3
5785,18517,7
5785,21696,6
5785,22208,2
5785,25970,3
5785,26758,6
5785,26886,25
5785,26940,9
5785,27542,4
5785,36403,1
5785,47891,1
5785,49052,5
5785,49057,6
5785,52722,1
5785,58607,2
5785,64352,1
5785,64514,2
5785,64562,2
5785,64769,5
5785,65369,2
5785,65670,2
5785,70479,2
5785,77571,1
5785,77572,1
5785,78255,1
5785,78256,1
5785,84974,2
5785,86307,1
5785,90045,2
5785,92922,2
5785,95399,16
5785,97461,1
5785,97482,1
5785,100697,2
5785,109549,1
5785,110872,2
5785,110885,6
5785,110940,2
5785,111230,3
5785,111312,4
5785,117966,2
5785,117994,11
5785,118216,4
5785,135159,2
5785,135507,1
5785,137426,1
5785,144709,2
5785,176715,1
5785,176716,1
5785,197330,2
5785,198699,2
5785,244656,1
5785,244768,2
5785,245312,2
5785,251544,2
5785,253230,2
5785,253249,2
5785,253256,3
5785,253468,1
5785,253472,1
5785,255145,1
5785,282533,1
5785,293382,2
5785,311685,1
5785,311866,2
5785,312896,2
5785,314833,1
5785,323461,2
5785,325575,1
5785,361335,1
5785,374428,1
5785,411993,4
5785,421078,3
5785,431680,2
5785,453173,1
5785,521510,1
5785,555696,1
5785,592390,2
5785,647600,1
5785,682987,1
5785,925754,2
5785,1464321,1
5786,7333,5
5786,9007,3
5786,18349,1
5786,18370,3
5786,18379,8
5786,18467,3
5786,21696,10
5786,22208,2
5786,25970,6
5786,26758,6
5786,36403,2
5786,47891,2
5786,49052,6
5786,49057,10
5786,64352,1
5786,64562,3
5786,64769,10
5786,65369,3
5786,65670,5
5786,70479,3
5786,77571,1
5786,77572,2
5786,78255,2
5786,78256,2
5786,84974,2
5786,86307,1
5786,92922,2
5786,97461,1
5786,97482,1
5786,100697,2
5786,109549,1
5786,110872,7
5786,110885,9
5786,110940,2
5786,111230,2
5786,111312,4
5786,117994,8
5786,135159,2
5786,135507,2
5786,137426,2
5786,144709,4
5786,176715,1
5786,176716,1
5786,197330,3
5786,244656,2
5786,244768,5
5786,245312,1
5786,251544,5
5786,253230,1
5786,253249,2
5786,253256,3
5786,255145,1
5786,282533,1
5786,293382,2
5786,311685,2
5786,311866,1
5786,312896,3
5786,314833,1
5786,323461,2
5786,325575,1
5786,361335,1
5786,411993,4
5786,421078,1
5786,431680,1
5786,453173,1
5786,521510,1
5786,555696,1
5786,647600,1
5786,682987,1
5786,925754,2
5786,1464321,1
6877,7333,2
6877,9007,10
6877,18349,2
6877,21696,17
6877,25970,4
6877,26758,4
6877,26999,5
6877,27542,3
6877,47891,3
6877,52722,4
6877,58607,2
6877,64352,2
6877,64514,4
6877,64562,3
6877,65670,2
6877,70479,2
6877,77571,1
6877,77572,1
6877,78255,5
6877,84974,1
6877,86307,1
6877,92922,2
6877,93133,7
6877,93258,8
6877,93450,9
6877,97461,1
6877,97482,1
6877,100697,2
6877,107021,8
6877,111230,4
6877,111312,4
6877,117966,4
6877,135159,2
6877,135507,4
6877,137426,1
6877,144709,3
6877,176715,2
6877,176716,2
6877,197330,2
6877,244656,3
6877,244768,8
6877,245312,2
6877,251544,3
6877,253468,3
6877,253471,1
6877,253472,4
6877,255145,1
6877,282533,5
6877,293382,2
6877,311866,2
6877,314833,1
6877,323461,3
6877,325575,2
6877,361335,1
6877,431680,3
6877,453173,4
6877,521510,1
6877,555696,1
6877,592390,1
6877,647600,1
6877,682987,1
6877,925754,1
6877,1464321,1
6878,7333,3
6878,9007,3
6878,21696,10
6878,25970,2
6878,26758,1
6878,26812,4
6878,26940,4
6878,26999,4
6878,27542,2
6878,36403,3
6878,47891,1
6878,49057,9
6878,52722,1
6878,58607,1
6878,60389,6
6878,64352,2
6878,64514,2
6878,64562,2
6878,65670,2
6878,70479,3
6878,77571,1
6878,77572,1
6878,78255,4
6878,84974,2
6878,86307,1
6878,92922,1
6878,93133,5
6878,93258,5
6878,93450,6
6878,93529,10
6878,93573,8
6878,97461,1
6878,97482,1
6878,100697,1
6878,105017,8
6878,107021,3
6878,109549,1
6878,111230,2
6878,111312,2
6878,117966,3
6878,125910,6
6878,135159,3
6878,135507,2
6878,137426,1
6878,144709,2
6878,176715,1
6878,176716,1
6878,197330,3
6878,244656,1
6878,244768,4
6878,245312,2
6878,253468,4
6878,253471,4
6878,253472,3
6878,255145,1
6878,282533,2
6878,293382,3
6878,311685,3
6878,314833,1
6878,323461,1
6878,325575,1
6878,361335,1
6878,431680,2
6878,453173,2
6878,521510,1
6878,555696,1
6878,592390,1
6878,647600,2
6878,682987,1
6878,925754,1
6878,1464321,1
6882,7333,4
6882,9007,11
6882,22208,2
6882,25970,6
6882,26758,9
6882,26812,8
6882,26999,6
6882,27542,5
6882,47891,2
6882,49057,14
6882,52722,5
6882,58607,2
6882,60389,6
6882,64352,3
6882,64514,5
6882,64562,3
6882,65369,2
6882,65670,4
6882,70479,2
6882,77571,2
6882,77572,1
6882,78255,4
6882,84974,1
6882,86307,1
6882,92922,1
6882,93133,7
6882,93258,10
6882,93450,12
6882,93573,15
6882,97461,1
6882,97482,1
6882,100697,3
6882,107021,8
6882,109549,1
6882,111230,5
6882,111312,4
6882,117966,4
6882,118216,5
6882,135159,2
6882,135507,3
6882,137426,1
6882,176715,3
6882,176716,3
6882,197330,3
6882,198699,4
6882,244656,1
6882,244768,7
6882,245312,1
6882,253471,3
6882,253472,4
6882,255145,1
6882,282533,4
6882,293382,2
6882,311685,3
6882,314833,1
6882,323461,2
6882,325575,1
6882,361335,1
6882,374428,2
6882,431680,1
6882,453173,3
6882,521510,1
6882,555696,1
6882,592390,2
6882,647600,1
6882,682987,1
6882,925754,2
6882,1464321,1
6883,7333,3
6883,9007,5
6883,18349,1
6883,22208,2
6883,25970,3
6883,26758,4
6883,26999,2
6883,27542,4
6883,36403,1
6883,47891,2
6883,49057,4
6883,52722,4
6883,58607,1
6883,64352,2
6883,64514,4
6883,64562,1
6883,65369,1
6883,65670,4
6883,70479,1
6883,77571,2
6883,77572,1
6883,78255,3
6883,84974,1
6883,86307,1
6883,92922,1
6883,93133,4
6883,93258,4
6883,93450,7
6883,93573,8
6883,97461,1
6883,97482,1
6883,100697,2
6883,107021,4
6883,109549,1
6883,111230,3
6883,111312,3
6883,117966,1
6883,118216,5
6883,125910,6
6883,135159,2
6883,135507,3
6883,137426,1
6883,144709,4
6883,176715,1
6883,176716,1
6883,197330,2
6883,198699,1
6883,244656,1
6883,244768,3
6883,245312,1
6883,251544,2
6883,253249,2
6883,253468,1
6883,253471,1
6883,253472,2
6883,255145,1
6883,282533,2
6883,293382,1
6883,311866,1
6883,314833,1
6883,323461,1
6883,325575,4
6883,361335,1
6883,374428,2
6883,421078,3
6883,453173,1
6883,521510,1
6883,555696,1
6883,592390,2
6883,647600,1
6883,682987,1
6883,925754,2
6883,1464321,1
6887,7333,1
6887,9007,3
6887,16234,5
6887,18379,3
6887,18467,1
6887,21696,3
6887,22208,1
6887,25970,2
6887,26758,1
6887,26759,3
6887,26812,1
6887,26886,9
6887,26940,4
6887,26999,1
6887,27542,1
6887,58607,1
6887,60389,4
6887,64352,2
6887,64514,2
6887,64562,2
6887,64769,5
6887,65369,1
6887,65670,1
6887,70479,1
6887,77571,1
6887,77572,1
6887,78255,1
6887,78256,1
6887,78262,2
6887,84974,1
6887,86307,1
6887,88772,7
6887,92922,1
6887,93133,2
6887,93258,2
6887,93450,2
6887,93529,3
6887,93573,2
6887,100697,2
6887,107021,3
6887,109549,1
6887,111230,1
6887,111312,2
6887,117966,1
6887,118216,1
6887,125910,3
6887,135159,2
6887,135507,1
6887,137426,1
6887,144709,1
6887,197330,1
6887,244656,1
6887,244768,3
6887,245312,1
6887,251544,1
6887,253230,1
6887,253249,1
6887,253256,3
6887,253468,1
6887,253471,1
6887,253472,1
6887,255145,1
6887,282533,2
6887,293382,1
6887,311685,1
6887,311866,1
6887,314833,1
6887,323461,1
6887,325575,1
6887,361335,1
6887,374428,2
6887,421078,1
6887,431680,1
6887,453173,2
6887,521510,1
6887,555696,1
6887,592390,1
6887,647600,1
6887,682987,1
6887,925754,1
6887,1464321,1
7333,9007,1
7333,18349,1
7333,18370,3
7333,18379,1
7333,18467,2
7333,18517,3
7333,21696,3
7333,22208,1
7333,25970,4
7333,26758,2
7333,26759,1
7333,26812,1
7333,26886,5
7333,26940,2
7333,26999,1
7333,27542,1
7333,27579,8
7333,36403,2
7333,47891,1
7333,49052,1
7333,49057,2
7333,51231,5
7333,51703,5
7333,52722,3
7333,58607,1
7333,60389,3
7333,64352,1
7333,64514,3
7333,64562,1
7333,64769,5
7333,65369,1
7333,65670,1
7333,70479,1
7333,77572,1
7333,78255,2
7333,78256,2
7333,78262,1
7333,84974,2
7333,86307,1
7333,88800,7
7333,90045,2
7333,92922,1
7333,93133,2
7333,93258,3
7333,93450,2
7333,93529,3
7333,93573,2
7333,95399,7
7333,97461,1
7333,97482,1
7333,100697,1
7333,105017,3
7333,107021,5
7333,109549,2
7333,110872,3
7333,110885,1
7333,110940,1
7333,111230,1
7333,111312,1
7333,111413,5
7333,111474,6
7333,117966,2
7333,117994,2
7333,118216,2
7333,125910,3
7333,130535,4
7333,135159,2
7333,135507,1
7333,137426,1
7333,144709,1
7333,176715,1
7333,176716,1
7333,197330,1
7333,198699,2
7333,244656,1
7333,244768,1
7333,245312,1
7333,251544,2
7333,253230,2
7333,253249,1
7333,253256,1
7333,253468,1
7333,253471,1
7333,253472,1
7333,255145,1
7333,282533,1
7333,293382,1
7333,311685,1
7333,311866,1
7333,312896,1
7333,314833,1
7333,323461,1
7333,325575,1
7333,361335,1
7333,374428,1
7333,411993,1
7333,421078,2
7333,431680,1
7333,453173,1
7333,521510,1
7333,555696,1
7333,592390,1
7333,647600,1
7333,682987,1
7333,925754,1
7333,1464321,1
9007,16234,6
9007,18349,2
9007,18379,7
9007,18467,2
9007,18517,3
9007,21696,5
9007,22208,1
9007,25970,4
9007,26758,1
9007,26940,1
9007,26999,4
9007,27542,1
9007,27579,9
9007,36403,2
9007,49052,4
9007,49057,2
9007,51231,7
9007,52722,3
9007,58607,2
9007,60389,2
9007,64514,3
9007,64562,4
9007,65369,1
9007,70479,2
9007,77571,1
9007,77572,1
9007,78255,2
9007,78256,1
9007,78262,2
9007,84974,1
9007,86307,1
9007,88800,4
9007,90045,1
9007,92922,1
9007,93258,5
9007,93529,3
9007,93573,5
9007,97461,1
9007,97482,1
9007,100697,2
9007,105017,1
9007,107021,5
9007,109549,3
9007,110885,2
9007,111230,3
9007,111312,3
9007,117966,1
9007,118216,4
9007,135159,4
9007,135507,3
9007,137426,1
9007,144709,4
9007,176715,1
9007,176716,2
9007,198699,1
9007,244656,1
9007,244768,1
9007,253230,1
9007,253256,3
9007,253468,1
9007,253471,1
9007,253472,1
9007,255145,1
9007,282533,2
9007,293382,1
9007,311685,2
9007,312896,1
9007,314833,1
9007,323461,2
9007,361335,1
9007,374428,1
9007,411993,1
9007,431680,3
9007,453173,2
9007,521510,1
9007,555696,1
9007,592390,1
9007,647600,1
9007,682987,1
9007,925754,1
9007,1464321,1
14124,18349,4
14124,18379,11
14124,22208,2
14124,25970,7
14124,27542,5
14124,47891,3
14124,49052,7
14124,52722,3
14124,58607,2
14124,60389,4
14124,64352,2
14124,64514,5
14124,64562,3
14124,65369,4
14124,70479,3
14124,77571,2
14124,77572,2
14124,78255,2
14124,78256,1
14124,84974,1
14124,86307,1
14124,92922,1
14124,93258,8
14124,93529,10
14124,93573,14
14124,97461,1
14124,97482,2
14124,100697,5
14124,107021,8
14124,110940,3
14124,111230,1
14124,111312,5
14124,117966,4
14124,135159,4
14124,135507,6
14124,137426,2
14124,144709,9
14124,176715,3
14124,176716,4
14124,244656,1
14124,244768,1
14124,245312,1
14124,251544,1
14124,253230,3
14124,253256,6
14124,253468,4
14124,253471,3
14124,253472,3
14124,255145,1
14124,282533,3
14124,293382,2
14124,311685,4
14124,312896,2
14124,314833,1
14124,323461,1
14124,325575,6
14124,361335,1
14124,411993,4
14124,431680,2
14124,453173,2
14124,521510,1
14124,555696,1
14124,592390,2
14124,647600,2
14124,682987,1
14124,925754,2
14124,1464321,2
16234,18349,6
16234,22208,3
16234,26758,5
16234,26812,6
16234,26940,5
16234,26999,4
16234,27542,4
16234,47891,2
16234,58607,1
16234,60389,8
16234,64352,3
16234,64562,2
16234,70479,2
16234,77572,1
16234,84974,2
16234,86307,1
16234,90045,2
16234,92922,1
16234,97461,1
16234,97482,1
16234,100697,3
16234,110940,2
16234,111312,4
16234,117966,7
16234,118216,6
16234,135159,7
16234,135507,4
16234,137426,1
16234,144709,5
16234,176715,3
16234,176716,4
16234,197330,5
16234,198699,3
16234,244656,1
16234,244768,3
16234,251544,3
16234,255145,1
16234,311685,3
16234,311866,1
16234,312896,1
16234,314833,1
16234,323461,2
16234,325575,2
16234,361335,2
16234,374428,1
16234,431680,1
16234,453173,4
16234,521510,1
16234,555696,2
16234,647600,3
16234,682987,1
16234,925754,3
16234,1464321,1
18349,21696,1
18349,22208,1
18349,26758,1
18349,26759,1
18349,26812,1
18349,26940,2
18349,26999,1
18349,27542,1
18349,47891,1
18349,51703,5
18349,58607,1
18349,64352,3
18349,64562,1
18349,65369,4
18349,70479,1
18349,77571,1
18349,77572,1
18349,78255,3
18349,84974,1
18349,86307,1
18349,90045,1
18349,92922,1
18349,93133,3
18349,93258,3
18349,93450,1
18349,93529,1
18349,93573,1
18349,100697,2
18349,105017,1
18349,109549,3
18349,110872,4
18349,110940,1
18349,111230,1
18349,111312,2
18349,118216,1
18349,135159,3
18349,135507,2
18349,137426,1
18349,144709,2
18349,197330,1
18349,244656,1
18349,244768,1
18349,245312,1
18349,253230,1
18349,253468,1
18349,253471,1
18349,253472,1
18349,255145,1
18349,282533,4
18349,293382,3
18349,311685,1
18349,312896,1
18349,314833,1
18349,323461,1
18349,325575,1
18349,361335,1
18349,374428,1
18349,431680,1
18349,453173,2
18349,521510,1
18349,555696,1
18349,592390,1
18349,647600,1
18349,682987,1
18349,925754,1
18349,1464321,1
18370,22208,1
18370,25970,3
18370,26758,1
18370,26759,3
18370,26812,7
18370,26940,3
18370,27542,1
18370,47891,3
18370,58607,2
18370,60389,5
18370,64514,2
18370,64562,2
18370,65670,1
18370,70479,3
18370,77571,1
18370,77572,2
18370,78255,3
18370,84974,1
18370,86307,1
18370,90045,3
18370,92922,1
18370,93573,1
18370,100697,4
18370,105017,2
18370,107021,3
18370,111230,2
18370,111312,4
18370,117966,2
18370,118216,3
18370,135159,2
18370,135507,2
18370,137426,1
18370,245312,3
18370,253468,1
18370,253471,1
18370,253472,1
18370,255145,1
18370,282533,6
18370,311685,2
18370,312896,4
18370,314833,1
18370,323461,2
18370,325575,1
18370,361335,1
18370,374428,1
18370,431680,4
18370,453173,3
18370,521510,1
18370,555696,1
18370,592390,1
18370,647600,1
18370,682987,1
18370,925754,1
18370,1464321,1
18379,21696,4
18379,22208,1
18379,26758,2
18379,26759,4
18379,26812,4
18379,26940,5
18379,26999,4
18379,27542,1
18379,27579,11
18379,47891,1
18379,51231,9
18379,51703,8
18379,58607,2
18379,60389,4
18379,64352,8
18379,64562,2
18379,70479,3
18379,77571,1
18379,77572,1
18379,84974,1
18379,86307,1
18379,88800,4
18379,90045,3
18379,92922,1
18379,93529,7
18379,97461,2
18379,100697,2
18379,105017,3
18379,109549,3
18379,110940,3
18379,111230,2
18379,111312,4
18379,111474,10
18379,117994,8
18379,118216,1
18379,125910,3
18379,135159,6
18379,135507,3
18379,137426,1
18379,144709,3
18379,176715,1
18379,176716,1
18379,197330,4
18379,198699,2
18379,244656,2
18379,244768,1
18379,245312,3
18379,251544,3
18379,253249,3
18379,253468,3
18379,253471,2
18379,253472,2
18379,255145,1
18379,282533,3
18379,311685,1
18379,311866,4
18379,312896,2
18379,314833,1
18379,323461,1
18379,325575,1
18379,361335,1
18379,374428,1
18379,421078,6
18379,431680,4
18379,453173,1
18379,521510,1
18379,555696,1
18379,592390,1
18379,647600,2
18379,682987,1
18379,925754,1
18379,1464321,1
18467,21696,3
18467,22208,1
18467,25970,7
18467,26758,1
18467,26759,1
18467,26812,1
18467,26940,1
18467,26999,2
18467,27542,2
18467,36403,1
18467,47891,1
18467,51231,3
18467,52722,6
18467,58607,1
18467,64352,1
18467,64514,2
18467,64562,1
18467,65369,1
18467,65670,5
18467,70479,1
18467,77571,1
18467,77572,1
18467,78255,1
18467,84974,1
18467,86307,1
18467,90045,1
18467,92922,1
18467,93133,2
18467,93258,1
18467,93450,2
18467,93529,3
18467,93573,4
18467,97461,1
18467,97482,1
18467,100697,1
18467,105017,3
18467,107021,7
18467,109549,1
18467,110940,1
18467,111230,2
18467,111312,2
18467,117994,3
18467,135159,1
18467,135507,2
18467,137426,1
18467,197330,3
18467,198699,2
18467,244656,1
18467,244768,1
18467,245312,1
18467,251544,2
18467,253249,1
18467,253468,2
18467,253471,2
18467,253472,2
18467,255145,1
18467,282533,1
18467,293382,1
18467,311685,1
18467,311866,1
18467,312896,1
18467,314833,1
18467,323461,1
18467,325575,1
18467,361335,1
18467,374428,1
18467,421078,1
18467,431680,1
18467,453173,1
18467,521510,1
18467,555696,1
18467,592390,1
18467,647600,1
18467,682987,1
18467,925754,1
18467,1464321,1
18517,21696,7
18517,22208,1
18517,26758,2
18517,26759,1
18517,26812,2
18517,26940,5
18517,26999,3
18517,27542,2
18517,47891,2
18517,58607,1
18517,64352,2
18517,64514,4
18517,64562,3
18517,70479,1
18517,77571,1
18517,77572,1
18517,78255,1
18517,84974,1
18517,86307,2
18517,90045,1
18517,92922,1
18517,93133,6
18517,93258,6
18517,93450,6
18517,93573,7
18517,100697,3
18517,111230,3
18517,117966,7
18517,118216,1
18517,135159,2
18517,135507,2
18517,137426,1
18517,144709,4
18517,197330,4
18517,244656,2
18517,244768,1
18517,245312,1
18517,251544,3
18517,253249,1
18517,255145,1
18517,282533,1
18517,293382,2
18517,311685,1
18517,311866,2
18517,312896,1
18517,314833,1
18517,323461,1
18517,325575,1
18517,361335,1
18517,374428,1
18517,431680,1
18517,453173,1
18517,521510,1
18517,555696,2
18517,592390,1
18517,647600,1
18517,682987,1
18517,925754,1
18517,1464321,1
21696,22208,1
21696,25970,4
21696,26758,3
21696,26759,4
21696,26812,4
21696,26940,2
21696,26999,2
21696,27542,5
21696,27579,17
21696,36403,3
21696,47891,3
21696,49052,5
21696,49057,7
21696,51231,10
21696,52722,1
21696,58607,1
21696,60389,2
21696,64352,1
21696,64514,3
21696,64562,3
21696,64769,7
21696,65369,1
21696,65670,2
21696,70479,1
21696,77571,1
21696,77572,1
21696,78255,2
21696,78256,2
21696,78262,4
21696,84974,1
21696,86307,1
21696,88772,13
21696,90045,2
21696,92922,1
21696,93133,4
21696,93258,7
21696,93450,7
21696,93529,9
21696,93573,11
21696,95399,13
21696,97461,1
21696,97482,1
21696,100697,3
21696,105017,6
21696,107021,6
21696,109549,2
21696,110872,7
21696,110885,3
21696,110940,1
21696,111230,2
21696,111474,17
21696,117966,4
21696,117994,12
21696,118216,2
21696,125910,5
21696,130535,13
21696,135159,2
21696,135507,2
21696,137426,1
21696,176715,1
21696,176716,1
21696,197330,2
21696,198699,1
21696,244656,3
21696,244768,4
21696,245312,1
21696,251544,1
21696,253230,2
21696,253249,5
21696,253468,2
21696,253471,2
21696,253472,3
21696,255145,1
21696,282533,1
21696,293382,1
21696,311685,3
21696,311866,2
21696,312896,1
21696,314833,1
21696,323461,1
21696,325575,1
21696,361335,1
21696,374428,1
21696,411993,3
21696,421078,3
21696,431680,2
21696,453173,1
21696,521510,1
21696,555696,1
21696,592390,2
21696,647600,1
21696,682987,1
21696,925754,1
21696,1464321,1
22208,25970,2
22208,26758,2
22208,26759,1
22208,26812,1
22208,26886,1
22208,26940,2
22208,26999,1
22208,27542,1
22208,27579,4
22208,36403,1
22208,47891,1
22208,49052,1
22208,49057,1
22208,52722,1
22208,58607,1
22208,60389,1
22208,64352,1
22208,64514,1
22208,64562,1
22208,64769,1
22208,65369,1
22208,70479,1
22208,77571,1
22208,77572,1
22208,78255,1
22208,78256,1
22208,78262,1
22208,84974,1
22208,86307,1
22208,88800,3
22208,90045,1
22208,92922,1
22208,93133,1
22208,93258,1
22208,93450,1
22208,93529,1
22208,93573,1
22208,97461,1
22208,97482,1
22208,100697,1
22208,105017,1
22208,107021,2
22208,109549,1
22208,110872,1
22208,110885,1
22208,110940,1
22208,111230,1
22208,111312,1
22208,117966,1
22208,118216,1
22208,125910,1
22208,135159,1
22208,135507,1
22208,137426,1
22208,144709,1
22208,176715,1
22208,176716,1
22208,197330,1
22208,198699,1
22208,244656,1
22208,244768,1
22208,245312,1
22208,251544,1
22208,253230,1
22208,253249,1
22208,253256,1
22208,253468,1
22208,253471,1
22208,253472,1
22208,255145,1
22208,282533,1
22208,293382,1
22208,311685,1
22208,311866,1
22208,312896,1
22208,314833,1
22208,323461,1
22208,325575,1
22208,361335,1
22208,374428,1
22208,411993,1
22208,421078,1
22208,431680,1
22208,453173,1
22208,521510,1
22208,555696,1
22208,592390,1
22208,647600,1
22208,682987,1
22208,925754,1
22208,1464321,1
25970,26758,2
25970,26759,1
25970,26812,2
25970,26940,3
25970,26999,2
25970,27542,2
25970,27579,12
25970,36403,3
25970,47891,1
25970,51231,6
25970,51703,11
25970,58607,1
25970,64352,2
25970,64562,1
25970,65369,3
25970,70479,1
25970,77572,1
25970,78256,3
25970,84974,1
25970,86307,2
25970,90045,2
25970,92922,1
25970,93529,5
25970,97461,2
25970,100697,3
25970,105017,3
25970,109549,2
25970,110872,8
25970,110885,7
25970,110940,1
25970,111230,3
25970,111312,1
25970,117994,4
25970,118216,2
25970,125910,3
25970,130535,9
25970,135159,4
25970,135507,2
25970,137426,1
25970,144709,3
25970,176715,5
25970,176716,5
25970,197330,2
25970,198699,1
25970,244656,1
25970,244768,1
25970,245312,1
25970,251544,3
25970,253230,1
25970,253249,2
25970,253256,3
25970,253468,1
25970,253471,1
25970,253472,1
25970,255145,2
25970,282533,3
25970,311685,1
25970,311866,2
25970,312896,1
25970,314833,1
25970,323461,2
25970,325575,1
25970,361335,1
25970,374428,1
25970,411993,4
25970,421078,2
25970,431680,1
25970,453173,2
25970,521510,1
25970,555696,3
25970,592390,1
25970,647600,1
25970,682987,1
25970,925754,2
25970,1464321,1
26758,26759,1
26758,26812,2
26758,26886,4
26758,26940,4
26758,26999,1
26758,27542,1
26758,27579,4
26758,36403,1
26758,47891,1
26758,49052,2
26758,49057,2
26758,51231,3
26758,51703,3
26758,52722,1
26758,58607,1
26758,60389,1
26758,64352,1
26758,64514,2
26758,64562,1
26758,64769,1
26758,65369,1
26758,70479,1
26758,77571,1
26758,77572,1
26758,78255,1
26758,78256,1
26758,78262,1
26758,84974,1
26758,86307,1
26758,88772,3
26758,88800,3
26758,90045,1
26758,92922,1
26758,93133,2
26758,93258,2
26758,93450,2
26758,93529,2
26758,93573,2
26758,95399,5
26758,97461,1
26758,97482,1
26758,100697,2
26758,105017,1
26758,107021,2
26758,109549,1
26758,110872,1
26758,110885,2
26758,110940,1
26758,111230,1
26758,111312,1
26758,111413,4
26758,111474,5
26758,117966,2
26758,117994,3
26758,118216,1
26758,125910,1
26758,130535,3
26758,135159,1
26758,135507,1
26758,137426,1
26758,144709,2
26758,176715,1
26758,176716,1
26758,197330,1
26758,198699,1
26758,244656,1
26758,244768,1
26758,245312,1
26758,251544,1
26758,253230,1
26758,253249,1
