book1,book2,weight
1387,253471,2
1387,253472,4
5665,5786,4
5665,52722,2
5665,117966,4
5665,253468,3
5665,253471,2
5665,253472,3
5665,592390,2
5666,5786,6
5666,52722,2
5666,117966,3
5666,253468,3
5666,253471,2
5666,253472,3
5666,592390,2
5667,5786,7
5667,52722,2
5667,117966,4
5667,253468,3
5667,253471,2
5667,253472,3
5667,592390,2
5668,5786,8
5668,52722,2
5668,117966,3
5668,253468,3
5668,253471,4
5668,253472,4
5668,592390,2
5786,52722,5
5786,117966,4
5786,253472,5
26886,117966,8
26886,253468,8
26886,253471,7
26886,253472,10
26886,592390,6
27579,52722,9
27579,117966,5
27579,253468,7
27579,253471,6
27579,253472,9
27579,592390,3
51231,117966,5
51231,253468,2
51231,253471,2
51231,253472,2
52722,253468,2
52722,253471,2
52722,253472,2
88800,117966,4
88800,253468,4
88800,253472,4
88800,592390,3
117966,253468,2
117966,253471,2
117966,253472,2
117966,592390,2
253468,253471,7
253468,253472,8
253471,253472,11
253471,592390,2
253472,592390,3
25970,77571,2
49052,77571,2
52722,77571,2
77571,107021,2
3947,5664,9
3947,5667,14
5664,26812,9
5664,26999,5
5665,26812,12
5665,26999,12
5666,26812,9
5668,26812,12
16234,282533,6
26886,282533,4
64769,282533,6
64352,70479,5
6887,47891,2
47891,198699,2
1387,3948,12
1387,51703,30
3946,107021,4
5665,107021,4
26759,107021,2
26812,107021,2
26999,107021,3
1526,3643,8
3643,7333,4
3643,14124,5
7333,14124,6
1387,144709,10
1387,176715,7
18467,144709,2
18467,176715,4
18467,176716,5
144709,176715,2
144709,176716,2
1387,293382,4
2609,93133,11
2609,93258,9
2609,93450,11
2609,293382,4
18370,93133,4
18370,93258,4
18370,93450,3
51703,93133,8
51703,93258,7
51703,93450,9
51703,293382,4
88800,293382,3
93133,111413,10
93133,125910,3
93258,111413,10
93258,125910,4
93450,125910,5
111413,293382,3
111474,293382,4
125910,293382,4
3946,110872,6
3946,311685,7
5668,311685,5
26759,110872,8
26759,311685,10
26812,110872,6
26999,110872,3
26999,311685,6
51231,311685,7
110872,311685,6
1387,77571,5
7333,77571,2
64562,110940,5
64562,431680,4
70479,110940,4
70479,431680,5
110940,431680,4
90045,253230,4
18379,49057,11
3946,64769,5
3946,88800,8
3946,95399,11
3946,111474,14
3947,64769,8
3947,88800,12
3947,95399,15
3947,111474,16
14124,18467,7
14124,95399,21
18467,27579,7
18467,51703,4
18467,88800,8
18467,111474,5
27579,64769,20
1387,6887,10
5781,6887,9
5781,105017,10
5785,6887,8
5785,105017,9
5786,6887,8
5786,105017,10
6887,14124,6
6887,88800,10
6887,105017,8
14124,105017,10
9007,26886,10
9007,64352,4
9007,197330,5
9007,245312,3
9007,251544,4
9007,325575,2
26886,64352,4
26886,197330,4
26886,245312,2
26886,325575,3
64352,65670,3
64352,197330,7
64352,245312,6
64352,251544,2
64352,325575,2
65670,197330,2
65670,245312,3
65670,251544,3
65670,325575,5
197330,245312,4
197330,251544,6
197330,325575,3
245312,251544,2
245312,325575,2
251544,325575,2
3159,6877,4
3159,125910,2
6882,125910,10
1387,3946,5
1387,3947,8
1387,90045,4
1387,374428,3
3946,6877,7
3946,6878,7
3946,90045,4
3946,118216,3
3946,198699,4
3946,374428,2
3947,6877,12
3947,6878,7
3947,90045,3
3947,118216,3
3947,198699,4
3947,374428,2
5786,6877,23
5786,90045,2
5786,118216,9
5786,198699,4
5786,374428,2
6877,118216,4
6877,198699,5
6877,374428,3
6878,14124,14
6878,26759,7
6878,88800,10
6878,118216,3
6878,198699,3
6878,374428,3
14124,90045,2
14124,118216,8
14124,198699,3
14124,374428,2
26759,90045,3
26759,118216,3
26759,198699,4
26759,374428,2
27579,118216,11
27579,198699,4
27579,374428,2
88800,90045,2
88800,118216,6
88800,198699,2
88800,374428,2
90045,118216,2
90045,198699,2
90045,374428,2
118216,198699,2
118216,374428,2
198699,374428,2
77571,77572,4
65670,314833,2
314833,325575,2
1526,311685,6
14124,311866,4
1526,52722,8
18379,36403,3
36403,64514,3
36403,78255,4
36403,78256,4
64514,78256,4
78255,78256,12
78255,78262,5
5506,5781,12
5781,117994,8
5785,6882,25
9007,26812,4
5506,26759,7
5506,26812,7
5506,311685,5
5506,312896,2
6877,26812,9
6877,311685,5
6883,26812,6
6883,311685,4
26759,95399,11
26759,111413,12
26759,117994,5
26759,312896,4
26812,90045,3
26812,95399,11
26812,111413,12
26812,117994,4
90045,311685,2
95399,311685,6
111413,311685,5
117994,311685,2
130535,311685,4
311685,312896,3
2609,197330,3
5506,9007,9
5506,14124,13
5506,93133,7
5506,197330,3
9007,18370,6
9007,93133,6
9007,253249,3
9007,421078,6
14124,18370,8
14124,93133,10
14124,110872,9
14124,117994,12
14124,197330,3
14124,253249,5
14124,421078,6
18370,197330,3
93133,110872,6
93133,117994,6
93133,197330,3
93133,253249,3
93133,421078,3
110872,197330,2
110872,253249,4
117994,197330,2
197330,253249,2
197330,421078,3
5781,111413,19
5781,125910,11
5785,111413,19
5785,125910,8
5786,125910,13
14124,125910,6
3948,9007,8
3948,64769,8
9007,26759,5
26759,64769,5
2609,6883,17
18370,93529,2
1387,3159,18
1526,105017,13
3159,5668,3
3159,6883,7
3159,27579,14
3159,93529,2
3159,105017,6
5668,93529,5
5786,18517,11
6882,93529,14
6883,93529,9
6883,105017,9
18517,93529,8
18517,105017,6
51231,93529,7
51231,105017,10
51703,93529,10
88772,105017,8
2609,18467,3
2609,117966,6
18349,18467,3
18349,27579,7
18349,111474,5
18349,117966,2
18349,125910,2
18467,117966,4
18467,125910,3
111413,117966,5
111474,117966,4
117966,125910,2
100697,144709,10
3947,109549,4
14124,110885,10
5664,14124,7
5664,26759,5
1526,49052,8
25970,111474,12
3159,6878,2
1526,77572,6
1387,65670,9
1526,2995,9
1526,253468,4
1526,253471,4
1526,253472,5
2995,16234,10
2995,18517,4
2995,27579,10
2995,65369,4
2995,65670,3
2995,88772,5
2995,88800,4
2995,253468,2
2995,253471,2
2995,253472,3
16234,253468,5
16234,253471,3
16234,253472,5
18517,253468,2
18517,253471,2
18517,253472,4
27579,65670,9
65369,65670,7
65369,253468,2
65369,253471,3
65369,253472,2
65670,253468,2
65670,253471,3
65670,253472,3
88772,253468,5
88772,253471,4
88772,253472,6
6887,110885,5
6887,411993,4
27579,110885,15
51231,110885,10
88800,110885,9
88800,312896,2
110885,312896,4
312896,411993,3
6883,431680,2
5506,65670,3
6877,93529,9
6877,93573,14
16234,21696,12
6887,18349,2
6887,18370,3
6887,18517,4
6887,36403,2
6887,49052,4
6887,49057,4
6887,52722,3
6887,97461,2
6887,97482,2
6887,176715,2
6887,176716,2
18349,36403,2
18349,97461,2
18349,110885,3
18349,117994,2
18349,176715,3
18349,176716,4
18349,198699,2
18349,411993,2
18370,52722,4
18370,97461,2
18370,97482,3
18370,176715,2
18370,176716,2
18370,198699,2
18517,36403,2
18517,97461,3
18517,176715,5
18517,176716,4
18517,198699,2
36403,49052,2
36403,49057,3
36403,52722,3
36403,97461,2
36403,97482,3
36403,110885,4
36403,176715,3
36403,176716,3
36403,198699,3
49052,97461,3
49052,117994,7
49052,176715,5
49052,176716,6
49052,198699,2
49057,97461,3
49057,110885,11
49057,176715,7
49057,176716,5
49057,198699,3
52722,97461,3
52722,110885,5
52722,117994,4
52722,198699,3
52722,411993,3
97461,97482,5
97461,110885,2
97461,117994,2
97461,176715,2
97461,176716,2
97461,198699,2
97461,411993,2
97482,110885,2
97482,117994,2
97482,176715,2
97482,176716,2
97482,198699,2
97482,411993,2
110885,117994,12
110885,176715,3
110885,176716,3
110885,198699,7
117994,176715,2
117994,176716,2
117994,198699,4
176715,198699,2
176715,411993,2
176716,198699,2
176716,411993,2
198699,411993,3
7333,16234,4
6878,65369,5
26886,118216,7
1526,9007,17
3947,9007,4
3947,110940,6
3948,110940,6
9007,110940,3
1387,2782,3
1387,2995,7
1387,3424,6
1387,3643,10
1387,5664,3
1387,18349,3
1387,22208,5
1387,26758,6
1387,26812,7
1387,26999,3
1387,27542,4
1387,47891,1
1387,58607,1
1387,64352,3
1387,64562,1
1387,70479,1
1387,77572,3
1387,78255,1
1387,84974,3
1387,86307,3
1387,92922,2
1387,97461,2
1387,97482,1
1387,100697,4
1387,110940,1
1387,111230,7
1387,111312,6
1387,117994,7
1387,135159,3
1387,135507,4
1387,137426,3
1387,197330,4
1387,244656,4
1387,244768,4
1387,245312,2
1387,251544,4
1387,255145,2
1387,282533,2
1387,311685,2
1387,311866,2
1387,312896,5
1387,314833,1
1387,325575,2
1387,361335,3
1387,421078,3
1387,431680,3
1387,453173,2
1387,521510,1
1387,555696,2
1387,647600,2
1387,682987,2
1387,925754,1
1387,1464321,2
1526,3424,5
1526,6887,11
1526,18349,4
1526,22208,2
1526,25970,10
1526,26758,7
1526,27542,1
1526,47891,3
1526,58607,2
1526,60389,17
1526,64352,8
1526,64514,2
1526,70479,7
1526,77571,1
1526,78255,3
1526,78256,4
1526,84974,4
1526,86307,4
1526,92922,1
1526,93133,6
1526,93258,8
1526,93450,10
1526,93573,13
1526,97461,1
1526,97482,1
1526,100697,6
1526,110885,7
1526,110940,6
1526,111230,8
1526,111312,7
1526,135159,4
1526,135507,12
1526,137426,5
1526,176715,4
1526,176716,4
1526,197330,8
1526,198699,1
1526,244656,4
1526,244768,8
1526,245312,4
1526,251544,3
1526,253230,8
1526,255145,1
1526,282533,6
1526,293382,3
1526,311866,12
1526,312896,8
1526,314833,1
1526,323461,5
1526,325575,8
1526,361335,2
1526,374428,2
1526,431680,6
1526,453173,5
1526,521510,1
1526,555696,1
1526,592390,1
1526,647600,2
1526,682987,2
1526,925754,2
1526,1464321,2
2609,2782,2
2609,2995,5
2609,3424,4
2609,3643,6
2609,3946,9
2609,3947,15
2609,6887,8
2609,18379,7
2609,21696,14
2609,26758,4
2609,26759,7
2609,26812,8
2609,26999,7
2609,27542,6
2609,58607,2
2609,64352,5
2609,64514,4
2609,64562,2
2609,70479,3
2609,77571,2
2609,77572,2
2609,78255,4
2609,78256,5
2609,84974,2
2609,86307,2
2609,90045,2
2609,92922,1
2609,97461,2
2609,100697,5
2609,110885,13
2609,110940,4
2609,111312,3
2609,118216,4
2609,135159,3
2609,135507,2
2609,137426,1
2609,144709,5
2609,176715,2
2609,176716,2
2609,198699,2
2609,244656,4
2609,244768,5
2609,245312,2
2609,253230,2
2609,253468,3
2609,253471,2
2609,253472,4
2609,255145,1
2609,282533,5
2609,311685,3
2609,314833,1
2609,323461,2
2609,325575,2
2609,361335,1
2609,374428,2
2609,431680,2
2609,521510,1
2609,555696,1
2609,592390,1
2609,647600,1
2609,682987,1
2609,925754,1
2609,1464321,1
2782,2995,3
2782,3159,1
2782,3424,2
2782,3643,1
2782,5781,1
2782,5785,1
2782,5786,2
2782,6877,3
2782,6878,3
2782,6883,2
2782,7333,1
2782,9007,3
2782,14124,4
2782,16234,1
2782,18349,1
2782,18379,1
2782,18467,1
2782,18517,2
2782,22208,1
2782,25970,2
2782,26758,1
2782,26759,3
2782,26812,2
2782,26940,1
2782,27542,1
2782,36403,2
2782,47891,2
2782,49052,1
2782,49057,1
2782,52722,1
2782,58607,1
2782,60389,1
2782,64352,1
2782,64514,2
2782,64562,1
2782,64769,2
2782,65369,1
2782,65670,2
2782,70479,1
2782,77571,1
2782,77572,1
2782,78255,1
2782,78256,1
2782,78262,2
2782,84974,1
2782,86307,1
2782,88772,4
2782,88800,3
2782,90045,1
2782,92922,1
2782,93133,1
2782,93258,2
2782,93450,2
2782,93529,2
2782,93573,1
2782,95399,6
2782,97461,1
2782,97482,1
2782,100697,1
2782,105017,1
2782,107021,2
2782,109549,2
2782,110885,1
2782,110940,2
2782,111230,2
2782,111312,1
2782,111413,5
2782,111474,3
2782,117966,1
2782,117994,2
2782,118216,2
2782,125910,4
2782,135159,1
2782,135507,1
2782,137426,1
2782,176715,1
2782,176716,1
2782,197330,1
2782,244656,3
2782,245312,1
2782,251544,1
2782,253230,3
2782,253249,2
2782,253468,2
2782,253471,2
2782,253472,2
2782,255145,1
2782,282533,1
2782,293382,1
2782,311685,1
2782,311866,2
2782,312896,1
2782,314833,1
2782,323461,1
2782,325575,2
2782,361335,1
2782,374428,1
2782,411993,1
2782,421078,1
2782,431680,1
2782,453173,1
2782,521510,1
2782,555696,1
2782,592390,2
2782,647600,1
2782,682987,1
2782,925754,1
2782,1464321,2
2995,3159,1
2995,3424,4
2995,3643,1
2995,3946,2
2995,3947,2
2995,3948,3
2995,5506,2
2995,5664,1
2995,5665,3
2995,5666,3
2995,5667,3
2995,5668,3
2995,5781,6
2995,5785,5
2995,5786,7
2995,6877,5
2995,6878,3
2995,6882,7
2995,6883,2
2995,6887,1
2995,7333,1
2995,9007,2
2995,14124,3
2995,18349,1
2995,18370,1
2995,18379,2
2995,18467,1
2995,21696,5
2995,22208,1
2995,25970,3
2995,26758,2
2995,26759,2
2995,26812,1
2995,26886,11
2995,26940,3
2995,26999,2
2995,27542,1
2995,36403,1
2995,47891,1
2995,49052,2
2995,49057,4
2995,51231,3
2995,51703,4
2995,52722,1
2995,58607,1
2995,60389,1
2995,64352,1
2995,64514,3
2995,64562,1
2995,64769,2
2995,70479,1
2995,77571,1
2995,77572,1
2995,78255,2
2995,78256,2
2995,78262,1
2995,84974,1
2995,86307,1
2995,90045,2
2995,92922,1
2995,93133,3
2995,93258,3
2995,93450,3
2995,93529,3
2995,93573,6
2995,95399,4
2995,97461,1
2995,97482,1
2995,100697,2
2995,105017,1
2995,107021,3
2995,109549,1
2995,110872,2
2995,110885,2
2995,110940,2
2995,111230,2
2995,111312,1
2995,111413,3
2995,111474,3
2995,117966,4
2995,117994,2
2995,118216,1
2995,125910,4
2995,130535,6
2995,135159,1
2995,135507,1
2995,137426,1
2995,144709,2
2995,176715,1
2995,176716,1
2995,197330,1
2995,198699,1
2995,244656,1
2995,244768,2
2995,245312,1
2995,251544,1
2995,253230,1
2995,253249,1
2995,255145,1
2995,282533,1
2995,293382,1
2995,311685,1
2995,311866,2
2995,312896,1
2995,314833,1
2995,323461,3
2995,325575,1
2995,361335,1
2995,374428,1
2995,411993,2
2995,421078,1
2995,431680,1
2995,453173,1
2995,521510,1
2995,555696,1
2995,592390,4
2995,647600,2
2995,682987,1
2995,925754,1
2995,1464321,1
3159,3424,1
3159,3643,3
3159,5506,2
3159,5664,2
3159,5665,2
3159,5666,2
3159,5667,3
3159,6887,2
3159,7333,2
3159,9007,1
3159,16234,4
3159,18370,2
3159,18379,2
3159,18467,1
3159,21696,2
3159,22208,2
3159,26758,1
3159,26940,1
3159,27542,2
3159,36403,1
3159,47891,1
3159,58607,2
3159,64352,2
3159,64514,1
3159,64562,1
3159,65369,1
3159,70479,1
3159,77571,2
3159,77572,1
3159,78255,1
3159,78256,1
3159,78262,2
3159,84974,1
3159,86307,1
3159,90045,2
3159,92922,1
3159,93133,1
3159,93258,1
3159,93450,1
3159,93573,2
3159,97461,1
3159,100697,3
3159,109549,1
3159,110872,2
3159,110885,3
3159,110940,1
3159,111230,1
3159,111312,1
3159,111474,9
3159,117966,1
3159,117994,2
3159,118216,5
3159,135159,1
3159,135507,1
3159,137426,1
3159,144709,3
3159,176715,1
3159,176716,1
3159,197330,1
3159,198699,1
3159,244656,1
3159,244768,1
3159,245312,1
3159,251544,1
3159,253230,2
3159,253249,1
3159,253256,2
3159,253468,2
3159,253471,2
3159,253472,3
3159,255145,1
3159,282533,2
3159,293382,1
3159,311685,1
3159,311866,1
3159,312896,3
3159,314833,1
3159,323461,1
3159,325575,1
3159,361335,1
3159,374428,1
3159,411993,1
3159,421078,1
3159,431680,1
3159,453173,1
3159,521510,1
3159,555696,1
3159,592390,2
3159,647600,1
3159,682987,1
3159,925754,1
3159,1464321,1
3424,3643,1
3424,3946,1
3424,3947,2
3424,3948,2
3424,5506,5
3424,5664,1
3424,5665,1
3424,5666,2
3424,5667,2
3424,5668,2
3424,5781,5
3424,5785,5
3424,5786,6
3424,6877,6
3424,6878,3
3424,6882,9
3424,6883,4
3424,6887,2
3424,7333,1
3424,9007,1
3424,14124,1
3424,16234,4
3424,18349,1
3424,18370,2
3424,18379,1
3424,18467,1
3424,18517,2
3424,21696,3
3424,22208,2
3424,25970,1
3424,26758,2
3424,26759,2
3424,26812,2
3424,26886,10
3424,26940,4
3424,26999,1
3424,27542,1
3424,27579,7
3424,36403,1
3424,47891,1
3424,49052,1
3424,49057,2
3424,51231,3
3424,51703,5
3424,52722,1
3424,58607,1
3424,60389,1
3424,64352,1
3424,64514,1
3424,64562,1
3424,64769,2
3424,65369,1
3424,65670,1
3424,70479,1
3424,77571,1
3424,77572,1
3424,78255,1
3424,78256,1
3424,78262,1
3424,84974,1
3424,86307,1
3424,88772,6
3424,88800,3
3424,90045,2
3424,92922,1
3424,93133,1
3424,93258,2
3424,93450,1
3424,93529,2
3424,93573,1
3424,95399,5
3424,97461,1
3424,97482,1
3424,100697,1
3424,105017,1
3424,107021,1
3424,109549,1
3424,110872,1
3424,110885,1
3424,110940,1
3424,111230,1
3424,111312,2
3424,111413,3
3424,111474,7
3424,117966,1
3424,117994,3
3424,118216,2
3424,125910,2
3424,130535,3
3424,135159,1
3424,135507,1
3424,137426,1
3424,144709,1
3424,176715,1
3424,176716,1
3424,197330,1
3424,198699,1
3424,244656,1
3424,244768,2
3424,245312,1
3424,251544,1
3424,253230,1
3424,253249,1
3424,253256,3
3424,253468,2
3424,253471,2
3424,253472,4
3424,255145,1
3424,282533,2
3424,293382,1
3424,311685,1
3424,311866,1
3424,312896,1
3424,314833,1
3424,323461,1
3424,325575,1
3424,361335,1
3424,374428,2
3424,411993,1
3424,421078,2
3424,431680,1
3424,453173,2
3424,521510,1
3424,555696,1
3424,592390,2
3424,647600,1
3424,682987,1
3424,925754,1
3424,1464321,1
3643,3946,2
3643,3947,3
3643,3948,2
3643,5506,3
3643,5664,1
3643,5665,1
3643,5666,1
3643,5667,2
3643,5668,2
3643,5781,1
3643,5785,1
3643,5786,4
3643,6877,2
3643,6878,3
3643,6882,4
3643,6883,4
3643,6887,1
3643,9007,1
3643,16234,2
3643,18349,1
3643,18370,2
3643,18379,2
3643,18467,1
3643,18517,2
3643,21696,1
3643,22208,3
3643,25970,2
3643,26758,1
3643,26759,2
3643,26812,2
3643,26886,3
3643,26940,2
3643,26999,2
3643,27542,2
3643,27579,2
3643,36403,1
3643,47891,1
3643,49052,2
3643,49057,2
3643,51231,2
3643,51703,5
3643,52722,2
3643,58607,1
3643,60389,3
3643,64352,1
3643,64514,2
3643,64562,1
3643,64769,2
3643,65369,1
3643,65670,1
3643,70479,1
3643,77571,2
3643,77572,2
3643,78255,1
3643,78256,1
3643,78262,4
3643,84974,2
3643,86307,1
3643,88772,2
3643,88800,3
3643,90045,1
3643,92922,1
3643,93133,1
3643,93258,1
3643,93450,1
3643,93529,1
3643,93573,2
3643,95399,3
3643,97461,2
3643,97482,1
3643,100697,3
3643,105017,2
3643,107021,2
3643,109549,1
3643,110872,2
3643,110885,1
3643,110940,2
3643,111230,1
3643,111312,2
3643,111413,2
3643,111474,6
3643,117966,1
3643,117994,3
3643,118216,2
3643,125910,2
3643,130535,2
3643,135159,1
3643,135507,1
3643,137426,1
3643,144709,3
3643,176715,1
3643,176716,1
3643,197330,1
3643,198699,1
3643,244656,1
3643,244768,1
3643,245312,1
3643,251544,1
3643,253230,1
3643,253249,2
3643,253256,3
3643,253468,1
3643,253471,1
3643,253472,1
3643,255145,1
3643,282533,2
3643,293382,3
3643,311685,1
3643,311866,1
3643,312896,1
3643,314833,1
3643,323461,1
3643,325575,1
3643,361335,1
3643,374428,1
3643,411993,1
3643,421078,2
3643,431680,1
3643,453173,2
3643,521510,1
3643,555696,1
3643,592390,2
3643,647600,1
3643,682987,1
3643,925754,1
3643,1464321,1
3946,5506,7
3946,6882,10
3946,6887,2
3946,7333,1
3946,9007,4
3946,16234,5
3946,18349,1
3946,18370,5
3946,18379,4
3946,18517,6
3946,21696,3
3946,22208,1
3946,25970,2
3946,26758,2
3946,26940,3
3946,27542,1
3946,36403,2
3946,47891,1
3946,49052,2
3946,49057,7
3946,52722,1
3946,58607,1
3946,64352,2
3946,64514,2
3946,64562,1
3946,65369,1
3946,65670,2
3946,70479,2
3946,77571,1
3946,77572,2
3946,78255,2
3946,78256,3
3946,78262,2
3946,84974,1
3946,86307,1
3946,88772,8
3946,92922,1
3946,93133,3
3946,93258,6
3946,93450,6
3946,93529,4
3946,93573,5
3946,97461,1
3946,97482,1
3946,100697,4
3946,105017,3
3946,109549,2
3946,110885,8
3946,110940,3
3946,111230,3
3946,111312,2
3946,111413,10
3946,117966,1
3946,117994,4
3946,125910,4
3946,135159,2
3946,135507,2
3946,137426,1
3946,144709,4
3946,176715,1
3946,176716,1
3946,197330,1
3946,244656,3
3946,244768,1
3946,245312,1
3946,251544,2
3946,253230,2
3946,253249,5
3946,253256,5
3946,253468,2
3946,253471,2
3946,253472,2
3946,255145,1
3946,282533,5
3946,293382,3
3946,311866,3
3946,312896,4
3946,314833,1
3946,323461,1
3946,325575,3
3946,361335,1
3946,411993,3
3946,421078,5
3946,431680,3
3946,453173,2
3946,521510,1
3946,555696,1
3946,592390,1
3946,647600,1
3946,682987,1
3946,925754,1
3946,1464321,1
3947,5506,10
3947,6882,16
3947,6887,4
3947,7333,2
3947,18349,2
3947,18370,7
3947,18379,4
3947,21696,5
3947,22208,1
3947,25970,3
3947,26758,1
3947,26940,5
3947,27542,2
3947,36403,2
3947,47891,2
3947,49052,2
3947,49057,8
3947,52722,2
3947,58607,1
3947,64352,4
3947,64514,2
3947,64562,2
3947,65369,2
3947,65670,2
3947,70479,3
3947,77571,1
3947,77572,2
3947,78255,2
3947,78256,3
3947,78262,4
3947,84974,1
3947,86307,1
3947,88772,14
3947,92922,1
3947,93133,3
3947,93258,5
3947,93450,4
3947,93529,4
3947,93573,5
3947,97461,1
3947,97482,1
3947,100697,5
3947,105017,4
3947,107021,2
3947,110872,7
3947,110885,10
3947,111230,3
3947,111312,4
3947,111413,13
3947,117966,1
3947,117994,4
3947,125910,7
3947,135159,2
3947,135507,3
3947,137426,1
3947,176715,1
3947,176716,1
3947,197330,3
3947,244656,2
3947,244768,1
3947,245312,2
3947,251544,3
3947,253230,3
3947,253249,4
3947,253468,3
3947,253471,2
3947,253472,3
3947,255145,1
3947,282533,6
3947,293382,3
3947,311685,8
3947,311866,5
3947,312896,4
3947,314833,1
3947,323461,2
3947,325575,3
3947,361335,1
3947,411993,3
3947,421078,5
3947,431680,5
3947,453173,3
3947,521510,1
3947,555696,1
3947,592390,1
3947,647600,1
3947,682987,1
3947,925754,1
3947,1464321,1
3948,6883,10
3948,6887,6
3948,7333,2
3948,18349,2
3948,18379,4
3948,21696,8
3948,22208,1
3948,25970,4
3948,26758,4
3948,26940,5
3948,27542,3
3948,36403,2
3948,47891,1
3948,49052,3
3948,52722,2
3948,58607,2
3948,64352,3
3948,64514,3
3948,64562,2
3948,65670,4
3948,77571,2
3948,77572,2
3948,78255,1
3948,78256,2
3948,78262,4
3948,84974,2
3948,86307,1
3948,90045,3
3948,92922,2
3948,93133,5
3948,93258,5
3948,93450,5
3948,93529,5
3948,93573,5
3948,97461,1
3948,97482,1
3948,100697,4
3948,105017,9
3948,107021,5
3948,110885,10
3948,111230,3
3948,111312,4
3948,117966,1
3948,118216,2
3948,135159,3
3948,135507,3
3948,137426,2
3948,176715,2
3948,176716,3
3948,197330,3
3948,198699,1
3948,244656,3
3948,245312,2
3948,251544,2
3948,253230,2
3948,253249,6
3948,253468,2
3948,253471,2
3948,253472,3
3948,255145,1
3948,282533,8
3948,293382,2
3948,312896,4
3948,314833,1
3948,323461,3
3948,325575,4
3948,361335,1
3948,374428,1
3948,431680,5
3948,453173,5
3948,521510,2
3948,555696,1
3948,592390,1
3948,647600,1
3948,682987,2
3948,925754,1
3948,1464321,2
5506,5785,14
5506,5786,16
5506,7333,2
5506,25970,5
5506,26758,4
5506,26999,4
5506,27542,5
5506,47891,2
5506,52722,3
5506,58607,4
5506,64352,2
5506,64514,3
5506,64562,3
5506,70479,3
5506,77571,1
5506,77572,1
5506,78255,5
5506,84974,2
5506,86307,1
5506,92922,1
5506,93258,8
5506,93450,8
5506,93529,9
5506,93573,9
5506,97461,1
5506,97482,1
5506,100697,3
5506,107021,7
5506,110940,5
5506,111230,3
5506,111312,2
5506,117966,5
5506,118216,2
5506,135159,2
5506,135507,1
5506,137426,1
5506,176715,2
5506,176716,2
5506,198699,2
5506,244656,3
5506,244768,8
5506,245312,2
5506,253468,4
5506,253471,3
5506,253472,4
5506,255145,1
5506,282533,5
5506,293382,3
5506,314833,1
5506,323461,2
5506,325575,2
5506,361335,1
5506,374428,2
5506,431680,3
5506,453173,4
5506,521510,1
5506,555696,2
5506,592390,1
5506,647600,1
5506,682987,1
5506,925754,1
5506,1464321,1
5664,5781,2
5664,5785,1
5664,5786,2
5664,7333,1
5664,9007,8
5664,18349,1
5664,18379,3
5664,18467,1
5664,21696,2
5664,22208,1
5664,25970,1
5664,26758,2
5664,27542,1
5664,36403,1
5664,47891,1
5664,49052,1
5664,52722,1
5664,58607,1
5664,64352,1
5664,64514,1
5664,64562,2
5664,65670,3
5664,70479,2
5664,77571,1
5664,77572,1
5664,78255,1
5664,78256,1
5664,78262,2
5664,84974,1
5664,86307,1
5664,92922,1
5664,93133,2
5664,93258,2
5664,93450,2
5664,93529,2
5664,93573,3
5664,97461,1
5664,97482,1
5664,100697,1
5664,107021,1
5664,110885,4
5664,111230,1
5664,111312,1
5664,117966,1
5664,118216,4
5664,135159,2
5664,135507,1
5664,137426,1
5664,144709,3
5664,176715,1
5664,176716,1
5664,198699,1
5664,244656,1
5664,245312,2
5664,251544,1
5664,253230,1
5664,253249,2
5664,253256,2
5664,253468,2
5664,253471,1
5664,253472,2
5664,255145,1
5664,282533,3
5664,293382,1
5664,311685,3
5664,311866,4
5664,314833,1
5664,323461,1
5664,325575,2
5664,361335,1
5664,374428,1
5664,453173,2
5664,521510,1
5664,555696,1
5664,592390,1
5664,647600,1
5664,682987,1
5664,925754,1
5664,1464321,1
5665,5781,3
5665,5785,2
5665,7333,1
5665,18349,1
5665,18379,3
5665,18467,1
5665,21696,7
5665,22208,1
5665,25970,1
5665,26758,2
5665,27542,1
5665,36403,1
5665,47891,1
5665,49052,2
5665,58607,1
5665,64352,2
5665,64514,1
5665,64562,4
5665,65670,2
5665,70479,3
5665,77571,1
5665,77572,1
5665,78255,1
5665,78256,1
5665,78262,2
5665,84974,1
5665,86307,1
5665,92922,1
5665,93133,3
5665,93258,4
5665,93450,4
5665,93529,3
5665,93573,4
5665,97461,2
5665,97482,2
5665,100697,2
5665,110885,3
5665,111230,1
5665,111312,1
5665,118216,3
5665,135159,1
5665,135507,3
5665,137426,1
5665,144709,4
5665,176715,1
5665,176716,1
5665,198699,1
5665,244656,1
5665,245312,2
5665,251544,1
5665,253230,2
5665,253249,2
5665,253256,3
5665,255145,1
5665,282533,2
5665,293382,1
5665,311685,3
5665,311866,7
5665,314833,1
5665,323461,2
5665,325575,2
5665,361335,1
5665,374428,1
5665,431680,4
5665,453173,2
5665,521510,1
5665,555696,1
5665,647600,1
5665,682987,1
5665,925754,1
5665,1464321,1
5666,5781,4
5666,5785,3
5666,7333,1
5666,9007,7
5666,18349,1
5666,18379,2
5666,18467,1
5666,21696,4
5666,22208,1
5666,25970,1
5666,26758,1
5666,27542,1
5666,36403,1
5666,47891,1
5666,49052,2
5666,58607,1
5666,64352,1
5666,64514,1
5666,64562,3
5666,65670,2
5666,70479,3
5666,77571,1
5666,77572,1
5666,78255,1
5666,78256,1
5666,78262,1
5666,84974,1
5666,86307,1
5666,92922,2
5666,93133,2
5666,93258,3
5666,93450,3
